road_id,accident_id,road_type,lighting,road_condition,response_time
R3879,3879,City Road,Daylight,Dry,>30 min
R3880,3880,Rural Road,Street Light,Damaged,10-20 min
R3881,3881,Expressway,Daylight,Wet,10-20 min
R3882,3882,City Road,Dim Light,Dry,10-20 min
R3883,3883,Rural Road,Dim Light,Damaged,10-20 min
R3884,3884,Highway,Street Light,Wet,10-20 min
R3885,3885,Rural Road,Street Light,Wet,20-30 min
R3886,3886,Expressway,No Light,Wet,<10 min
R3887,3887,Rural Road,Street Light,Wet,20-30 min
R3888,3888,Rural Road,Daylight,Under Construction,10-20 min
R3889,3889,Expressway,Street Light,Wet,10-20 min
R3890,3890,Highway,Daylight,Under Construction,20-30 min
R3891,3891,Rural Road,Dim Light,Under Construction,<10 min
R3892,3892,Expressway,Street Light,Damaged,10-20 min
R3893,3893,Rural Road,Dim Light,Wet,>30 min
R3894,3894,Rural Road,Daylight,Dry,10-20 min
R3895,3895,City Road,Daylight,Wet,20-30 min
R3896,3896,Rural Road,Daylight,Wet,20-30 min
R3897,3897,City Road,Street Light,Damaged,10-20 min
R3898,3898,Expressway,Daylight,Wet,>30 min
R3899,3899,City Road,Dim Light,Damaged,20-30 min
R3900,3900,City Road,Daylight,Dry,<10 min
R3901,3901,Highway,No Light,Under Construction,<10 min
R3902,3902,Expressway,No Light,Wet,<10 min
R3903,3903,Highway,Street Light,Under Construction,20-30 min
R3904,3904,Rural Road,No Light,Under Construction,>30 min
R3905,3905,Expressway,No Light,Dry,>30 min
R3906,3906,City Road,Street Light,Wet,20-30 min
R3907,3907,Rural Road,Street Light,Under Construction,10-20 min
R3908,3908,Highway,No Light,Wet,10-20 min
R3909,3909,Expressway,Daylight,Wet,20-30 min
R3910,3910,Rural Road,Dim Light,Under Construction,>30 min
R3911,3911,City Road,Daylight,Wet,20-30 min
R3912,3912,Expressway,No Light,Wet,10-20 min
R3913,3913,City Road,Dim Light,Wet,<10 min
R3914,3914,Rural Road,Dim Light,Under Construction,>30 min
R3915,3915,Rural Road,No Light,Dry,20-30 min
R3916,3916,City Road,Daylight,Wet,>30 min
R3917,3917,Rural Road,Dim Light,Under Construction,>30 min
R3918,3918,Rural Road,No Light,Under Construction,>30 min
R3919,3919,Expressway,Dim Light,Under Construction,10-20 min
R3920,3920,Highway,Street Light,Damaged,>30 min
R3921,3921,Rural Road,Dim Light,Damaged,<10 min
R3922,3922,Highway,Street Light,Under Construction,>30 min
R3923,3923,City Road,Daylight,Damaged,20-30 min
R3924,3924,Rural Road,Dim Light,Dry,20-30 min
R3925,3925,Highway,No Light,Damaged,20-30 min
R3926,3926,Expressway,Dim Light,Under Construction,>30 min
R3927,3927,Expressway,No Light,Wet,10-20 min
R3928,3928,Expressway,Street Light,Under Construction,10-20 min
R3929,3929,Expressway,No Light,Wet,10-20 min
R3930,3930,City Road,Dim Light,Damaged,>30 min
R3931,3931,City Road,Dim Light,Wet,>30 min
R3932,3932,Rural Road,Street Light,Under Construction,10-20 min
R3933,3933,Highway,No Light,Damaged,>30 min
R3934,3934,Expressway,Daylight,Under Construction,<10 min
R3935,3935,Expressway,Dim Light,Wet,20-30 min
R3936,3936,Expressway,No Light,Wet,20-30 min
R3937,3937,Highway,Daylight,Under Construction,>30 min
R3938,3938,Highway,Daylight,Dry,<10 min
R3939,3939,Expressway,Street Light,Damaged,>30 min
R3940,3940,City Road,Street Light,Damaged,<10 min
R3941,3941,Highway,Street Light,Dry,>30 min
R3942,3942,Highway,No Light,Damaged,20-30 min
R3943,3943,Highway,Dim Light,Damaged,20-30 min
R3944,3944,City Road,Street Light,Damaged,>30 min
R3945,3945,Rural Road,No Light,Dry,10-20 min
R3946,3946,City Road,Daylight,Dry,>30 min
R3947,3947,Rural Road,Dim Light,Damaged,<10 min
R3948,3948,Rural Road,Dim Light,Under Construction,<10 min
R3949,3949,Highway,Street Light,Damaged,>30 min
R3950,3950,Highway,No Light,Under Construction,20-30 min
R3951,3951,Expressway,Dim Light,Under Construction,10-20 min
R3952,3952,Expressway,Street Light,Damaged,20-30 min
R3953,3953,City Road,No Light,Dry,20-30 min
R3954,3954,Expressway,Dim Light,Wet,10-20 min
R3955,3955,Rural Road,No Light,Damaged,<10 min
R3956,3956,Rural Road,Daylight,Under Construction,<10 min
R3957,3957,City Road,Street Light,Damaged,>30 min
R3958,3958,Rural Road,Dim Light,Under Construction,>30 min
R3959,3959,City Road,Dim Light,Dry,>30 min
R3960,3960,City Road,Dim Light,Wet,20-30 min
R3961,3961,City Road,No Light,Wet,<10 min
R3962,3962,Expressway,Dim Light,Under Construction,20-30 min
R3963,3963,Rural Road,Street Light,Wet,10-20 min
R3964,3964,City Road,Street Light,Damaged,<10 min
R3965,3965,Expressway,Street Light,Dry,10-20 min
R3966,3966,Highway,Dim Light,Under Construction,20-30 min
R3967,3967,Expressway,Daylight,Damaged,>30 min
R3968,3968,Expressway,Daylight,Under Construction,<10 min
R3969,3969,Rural Road,No Light,Wet,10-20 min
R3970,3970,City Road,Daylight,Dry,<10 min
R3971,3971,Expressway,No Light,Wet,10-20 min
R3972,3972,City Road,No Light,Wet,<10 min
R3973,3973,Highway,No Light,Dry,>30 min
R3974,3974,Expressway,Dim Light,Under Construction,10-20 min
R3975,3975,City Road,Street Light,Damaged,<10 min
R3976,3976,City Road,Street Light,Dry,20-30 min
R3977,3977,City Road,Street Light,Damaged,10-20 min
R3978,3978,City Road,Street Light,Wet,>30 min
R3979,3979,Expressway,Street Light,Damaged,20-30 min
R3980,3980,Highway,Street Light,Under Construction,>30 min
R3981,3981,Rural Road,No Light,Damaged,10-20 min
R3982,3982,Expressway,Street Light,Dry,>30 min
R3983,3983,Highway,No Light,Dry,10-20 min
R3984,3984,Expressway,Dim Light,Wet,20-30 min
R3985,3985,Expressway,Dim Light,Dry,<10 min
R3986,3986,Rural Road,Daylight,Under Construction,<10 min
R3987,3987,City Road,Dim Light,Wet,20-30 min
R3988,3988,City Road,Daylight,Dry,<10 min
R3989,3989,Highway,Street Light,Damaged,10-20 min
R3990,3990,Highway,No Light,Damaged,10-20 min
R3991,3991,City Road,Daylight,Damaged,20-30 min
R3992,3992,Expressway,No Light,Wet,10-20 min
R3993,3993,Rural Road,Dim Light,Under Construction,20-30 min
R3994,3994,Expressway,No Light,Under Construction,>30 min
R3995,3995,Expressway,Street Light,Dry,<10 min
R3996,3996,Rural Road,Street Light,Damaged,20-30 min
R3997,3997,Rural Road,Daylight,Under Construction,>30 min
R3998,3998,Highway,Daylight,Wet,10-20 min
R3999,3999,Expressway,Daylight,Wet,20-30 min
R4000,4000,City Road,Daylight,Damaged,>30 min
R4001,4001,Rural Road,No Light,Dry,20-30 min
R4002,4002,City Road,No Light,Under Construction,10-20 min
R4003,4003,Rural Road,Street Light,Dry,<10 min
R4004,4004,City Road,Daylight,Under Construction,<10 min
R4005,4005,Expressway,Street Light,Under Construction,10-20 min
R4006,4006,City Road,Daylight,Damaged,<10 min
R4007,4007,Rural Road,No Light,Wet,20-30 min
R4008,4008,Rural Road,No Light,Wet,20-30 min
R4009,4009,Rural Road,Daylight,Under Construction,<10 min
R4010,4010,City Road,No Light,Damaged,<10 min
R4011,4011,Expressway,Street Light,Damaged,20-30 min
R4012,4012,Expressway,Dim Light,Under Construction,>30 min
R4013,4013,Highway,Street Light,Under Construction,>30 min
R4014,4014,Highway,Dim Light,Under Construction,<10 min
R4015,4015,City Road,No Light,Wet,<10 min
R4016,4016,Highway,Street Light,Damaged,10-20 min
R4017,4017,Rural Road,Daylight,Dry,<10 min
R4018,4018,Expressway,Dim Light,Wet,20-30 min
R4019,4019,Rural Road,Dim Light,Dry,<10 min
R4020,4020,Expressway,No Light,Under Construction,10-20 min
R4021,4021,Highway,Street Light,Damaged,20-30 min
R4022,4022,Highway,Dim Light,Dry,>30 min
R4023,4023,Rural Road,Street Light,Damaged,20-30 min
R4024,4024,Highway,Dim Light,Under Construction,20-30 min
R4025,4025,Rural Road,Street Light,Wet,20-30 min
R4026,4026,City Road,Daylight,Dry,>30 min
R4027,4027,Highway,No Light,Dry,<10 min
R4028,4028,Rural Road,Daylight,Dry,10-20 min
R4029,4029,City Road,Street Light,Wet,20-30 min
R4030,4030,Expressway,Street Light,Dry,>30 min
R4031,4031,Rural Road,No Light,Damaged,<10 min
R4032,4032,City Road,Dim Light,Dry,>30 min
R4033,4033,Rural Road,No Light,Under Construction,>30 min
R4034,4034,City Road,Street Light,Dry,<10 min
R4035,4035,Rural Road,Dim Light,Under Construction,<10 min
R4036,4036,Highway,No Light,Damaged,<10 min
R4037,4037,City Road,Street Light,Dry,10-20 min
R4038,4038,Highway,Street Light,Dry,10-20 min
R4039,4039,Highway,Dim Light,Dry,10-20 min
R4040,4040,Rural Road,Dim Light,Under Construction,<10 min
R4041,4041,City Road,No Light,Dry,10-20 min
R4042,4042,Expressway,Street Light,Dry,10-20 min
R4043,4043,Rural Road,Daylight,Dry,>30 min
R4044,4044,City Road,Dim Light,Under Construction,<10 min
R4045,4045,Rural Road,No Light,Damaged,>30 min
R4046,4046,Rural Road,Street Light,Wet,<10 min
R4047,4047,Highway,Daylight,Dry,>30 min
R4048,4048,Rural Road,Street Light,Dry,20-30 min
R4049,4049,Rural Road,No Light,Under Construction,20-30 min
R4050,4050,Rural Road,Daylight,Damaged,>30 min
R4051,4051,Highway,No Light,Wet,<10 min
R4052,4052,Highway,Daylight,Wet,20-30 min
R4053,4053,Highway,No Light,Under Construction,20-30 min
R4054,4054,Expressway,Dim Light,Under Construction,>30 min
R4055,4055,Expressway,No Light,Dry,10-20 min
R4056,4056,Expressway,Dim Light,Damaged,10-20 min
R4057,4057,City Road,Daylight,Wet,>30 min
R4058,4058,City Road,No Light,Damaged,20-30 min
R4059,4059,Highway,No Light,Damaged,<10 min
R4060,4060,Expressway,Dim Light,Under Construction,10-20 min
R4061,4061,Expressway,Street Light,Wet,>30 min
R4062,4062,Expressway,Street Light,Wet,20-30 min
R4063,4063,City Road,Daylight,Damaged,>30 min
R4064,4064,City Road,Dim Light,Wet,10-20 min
R4065,4065,Rural Road,Daylight,Dry,>30 min
R4066,4066,City Road,Street Light,Dry,<10 min
R4067,4067,Rural Road,Dim Light,Dry,10-20 min
R4068,4068,Highway,Dim Light,Under Construction,20-30 min
R4069,4069,City Road,Street Light,Wet,>30 min
R4070,4070,Highway,Daylight,Wet,20-30 min
R4071,4071,City Road,Street Light,Damaged,<10 min
R4072,4072,Highway,Daylight,Dry,<10 min
R4073,4073,Rural Road,Street Light,Wet,<10 min
R4074,4074,Highway,Street Light,Dry,20-30 min
R4075,4075,Rural Road,Street Light,Dry,>30 min
R4076,4076,Expressway,No Light,Under Construction,<10 min
R4077,4077,City Road,Street Light,Damaged,20-30 min
R4078,4078,Expressway,Dim Light,Under Construction,10-20 min
R4079,4079,Highway,Daylight,Under Construction,>30 min
R4080,4080,Expressway,Daylight,Dry,20-30 min
R4081,4081,City Road,No Light,Damaged,10-20 min
R4082,4082,Rural Road,Dim Light,Damaged,20-30 min
R4083,4083,Expressway,Dim Light,Dry,>30 min
R4084,4084,Rural Road,Daylight,Wet,10-20 min
R4085,4085,Rural Road,Street Light,Under Construction,20-30 min
R4086,4086,Rural Road,Dim Light,Under Construction,10-20 min
R4087,4087,City Road,Dim Light,Under Construction,<10 min
R4088,4088,Highway,No Light,Damaged,20-30 min
R4089,4089,City Road,Daylight,Damaged,>30 min
R4090,4090,Rural Road,Street Light,Dry,10-20 min
R4091,4091,Highway,Dim Light,Damaged,<10 min
R4092,4092,Rural Road,Dim Light,Under Construction,20-30 min
R4093,4093,Expressway,No Light,Wet,20-30 min
R4094,4094,Highway,Street Light,Dry,20-30 min
R4095,4095,City Road,Street Light,Wet,<10 min
R4096,4096,City Road,No Light,Damaged,20-30 min
R4097,4097,Rural Road,Street Light,Damaged,20-30 min
R4098,4098,City Road,Street Light,Wet,>30 min
R4099,4099,Rural Road,Street Light,Wet,<10 min
R4100,4100,Rural Road,Street Light,Wet,<10 min
R4101,4101,City Road,No Light,Dry,>30 min
R4102,4102,City Road,Daylight,Dry,20-30 min
R4103,4103,Expressway,Street Light,Under Construction,>30 min
R4104,4104,Expressway,Dim Light,Under Construction,10-20 min
R4105,4105,City Road,Daylight,Damaged,20-30 min
R4106,4106,City Road,Daylight,Damaged,10-20 min
R4107,4107,Rural Road,Daylight,Dry,20-30 min
R4108,4108,Expressway,Dim Light,Wet,20-30 min
R4109,4109,Highway,Dim Light,Under Construction,>30 min
R4110,4110,Expressway,Street Light,Wet,>30 min
R4111,4111,City Road,No Light,Damaged,<10 min
R4112,4112,Highway,No Light,Dry,>30 min
R4113,4113,Rural Road,Dim Light,Wet,>30 min
R4114,4114,Expressway,Daylight,Damaged,>30 min
R4115,4115,Rural Road,Daylight,Under Construction,<10 min
R4116,4116,Expressway,Street Light,Under Construction,10-20 min
R4117,4117,Highway,Dim Light,Dry,10-20 min
R4118,4118,Highway,Dim Light,Damaged,<10 min
R4119,4119,Rural Road,Daylight,Wet,>30 min
R4120,4120,Highway,Street Light,Damaged,>30 min
R4121,4121,City Road,Daylight,Dry,20-30 min
R4122,4122,Highway,Daylight,Dry,>30 min
R4123,4123,Rural Road,Dim Light,Under Construction,20-30 min
R4124,4124,Highway,No Light,Under Construction,>30 min
R4125,4125,City Road,No Light,Wet,>30 min
R4126,4126,Expressway,Daylight,Dry,<10 min
R4127,4127,Expressway,Street Light,Wet,10-20 min
R4128,4128,Rural Road,Daylight,Wet,20-30 min
R4129,4129,Rural Road,Street Light,Wet,20-30 min
R4130,4130,Rural Road,Daylight,Dry,<10 min
R4131,4131,Highway,No Light,Dry,<10 min
R4132,4132,Highway,No Light,Dry,<10 min
R4133,4133,City Road,No Light,Damaged,10-20 min
R4134,4134,Highway,Street Light,Damaged,<10 min
R4135,4135,Expressway,Dim Light,Dry,10-20 min
R4136,4136,Highway,Street Light,Damaged,>30 min
R4137,4137,Expressway,Street Light,Under Construction,20-30 min
R4138,4138,Rural Road,Street Light,Damaged,<10 min
R4139,4139,Highway,Dim Light,Under Construction,<10 min
R4140,4140,Expressway,Daylight,Wet,20-30 min
R4141,4141,Expressway,Dim Light,Damaged,10-20 min
R4142,4142,Expressway,No Light,Under Construction,20-30 min
R4143,4143,Highway,No Light,Wet,10-20 min
R4144,4144,Highway,Daylight,Under Construction,20-30 min
R4145,4145,Expressway,Dim Light,Damaged,20-30 min
R4146,4146,Expressway,No Light,Damaged,<10 min
R4147,4147,City Road,No Light,Damaged,<10 min
R4148,4148,Rural Road,Daylight,Damaged,20-30 min
R4149,4149,Expressway,Daylight,Damaged,20-30 min
R4150,4150,Expressway,Dim Light,Wet,10-20 min
R4151,4151,Highway,Daylight,Under Construction,10-20 min
R4152,4152,Rural Road,No Light,Wet,20-30 min
R4153,4153,Rural Road,Dim Light,Damaged,>30 min
R4154,4154,City Road,No Light,Under Construction,20-30 min
R4155,4155,Rural Road,Dim Light,Dry,20-30 min
R4156,4156,Expressway,Street Light,Dry,20-30 min
R4157,4157,Rural Road,Dim Light,Dry,>30 min
R4158,4158,City Road,Street Light,Wet,20-30 min
R4159,4159,City Road,Daylight,Dry,20-30 min
R4160,4160,Rural Road,Street Light,Under Construction,<10 min
R4161,4161,Highway,Street Light,Wet,20-30 min
R4162,4162,Highway,No Light,Under Construction,<10 min
R4163,4163,Expressway,No Light,Dry,<10 min
R4164,4164,City Road,Dim Light,Dry,>30 min
R4165,4165,City Road,Dim Light,Wet,10-20 min
R4166,4166,Rural Road,Daylight,Dry,>30 min
R4167,4167,Rural Road,No Light,Under Construction,<10 min
R4168,4168,Expressway,Daylight,Dry,<10 min
R4169,4169,City Road,No Light,Wet,10-20 min
R4170,4170,Highway,Dim Light,Under Construction,20-30 min
R4171,4171,Rural Road,No Light,Damaged,<10 min
R4172,4172,Expressway,Street Light,Wet,>30 min
R4173,4173,Expressway,Daylight,Wet,<10 min
R4174,4174,Rural Road,Street Light,Dry,10-20 min
R4175,4175,Expressway,Street Light,Under Construction,>30 min
R4176,4176,Expressway,Daylight,Damaged,10-20 min
R4177,4177,Rural Road,Daylight,Wet,10-20 min
R4178,4178,City Road,No Light,Under Construction,20-30 min
R4179,4179,Rural Road,Daylight,Under Construction,20-30 min
R4180,4180,City Road,Street Light,Wet,10-20 min
R4181,4181,Highway,Street Light,Dry,10-20 min
R4182,4182,Expressway,No Light,Damaged,>30 min
R4183,4183,Highway,Dim Light,Damaged,<10 min
R4184,4184,Expressway,Dim Light,Wet,>30 min
R4185,4185,City Road,Dim Light,Dry,<10 min
R4186,4186,Rural Road,Street Light,Wet,<10 min
R4187,4187,Expressway,Dim Light,Wet,10-20 min
R4188,4188,Expressway,Street Light,Dry,<10 min
R4189,4189,Highway,Dim Light,Damaged,10-20 min
R4190,4190,Expressway,Daylight,Damaged,10-20 min
R4191,4191,Rural Road,Street Light,Wet,10-20 min
R4192,4192,City Road,Dim Light,Under Construction,>30 min
R4193,4193,Highway,Daylight,Dry,<10 min
R4194,4194,Rural Road,Daylight,Dry,10-20 min
R4195,4195,Expressway,Daylight,Dry,<10 min
R4196,4196,Rural Road,Street Light,Dry,10-20 min
R4197,4197,Expressway,Street Light,Dry,20-30 min
R4198,4198,City Road,Daylight,Dry,10-20 min
R4199,4199,City Road,No Light,Under Construction,20-30 min
R4200,4200,Rural Road,Dim Light,Damaged,10-20 min
R4201,4201,Expressway,No Light,Wet,>30 min
R4202,4202,Rural Road,Street Light,Under Construction,20-30 min
R4203,4203,Rural Road,Street Light,Under Construction,10-20 min
R4204,4204,Expressway,Dim Light,Wet,10-20 min
R4205,4205,City Road,Street Light,Dry,10-20 min
R4206,4206,City Road,No Light,Wet,20-30 min
R4207,4207,Expressway,Street Light,Under Construction,10-20 min
R4208,4208,City Road,Street Light,Damaged,20-30 min
R4209,4209,Expressway,Street Light,Wet,20-30 min
R4210,4210,Expressway,No Light,Dry,>30 min
R4211,4211,Expressway,Daylight,Under Construction,20-30 min
R4212,4212,Expressway,Daylight,Damaged,10-20 min
R4213,4213,Rural Road,Street Light,Dry,20-30 min
R4214,4214,Rural Road,No Light,Dry,20-30 min
R4215,4215,Rural Road,No Light,Wet,20-30 min
R4216,4216,Highway,Dim Light,Dry,20-30 min
R4217,4217,Highway,Daylight,Dry,20-30 min
R4218,4218,City Road,Daylight,Dry,20-30 min
R4219,4219,Highway,Street Light,Wet,<10 min
R4220,4220,Expressway,Daylight,Under Construction,>30 min
R4221,4221,Rural Road,Dim Light,Dry,10-20 min
R4222,4222,City Road,No Light,Under Construction,10-20 min
R4223,4223,Expressway,Dim Light,Wet,<10 min
R4224,4224,Expressway,Dim Light,Under Construction,>30 min
R4225,4225,Rural Road,Dim Light,Wet,10-20 min
R4226,4226,City Road,Dim Light,Damaged,>30 min
R4227,4227,Rural Road,Street Light,Wet,10-20 min
R4228,4228,Highway,No Light,Dry,20-30 min
R4229,4229,Expressway,Daylight,Wet,<10 min
R4230,4230,Rural Road,Dim Light,Under Construction,<10 min
R4231,4231,City Road,Daylight,Under Construction,>30 min
R4232,4232,Highway,Street Light,Damaged,<10 min
R4233,4233,City Road,Daylight,Under Construction,<10 min
R4234,4234,Expressway,Dim Light,Dry,10-20 min
R4235,4235,Rural Road,No Light,Damaged,>30 min
R4236,4236,Highway,Daylight,Wet,>30 min
R4237,4237,Highway,Street Light,Damaged,10-20 min
R4238,4238,City Road,Daylight,Under Construction,<10 min
R4239,4239,Rural Road,Dim Light,Wet,>30 min
R4240,4240,City Road,Daylight,Dry,<10 min
R4241,4241,Expressway,No Light,Dry,<10 min
R4242,4242,Rural Road,No Light,Damaged,10-20 min
R4243,4243,Expressway,Dim Light,Wet,10-20 min
R4244,4244,Highway,No Light,Wet,10-20 min
R4245,4245,Expressway,Street Light,Dry,>30 min
R4246,4246,Expressway,Daylight,Under Construction,10-20 min
R4247,4247,Highway,No Light,Damaged,>30 min
R4248,4248,Expressway,Street Light,Dry,>30 min
R4249,4249,Highway,Street Light,Under Construction,10-20 min
R4250,4250,Highway,Daylight,Dry,10-20 min
R4251,4251,Highway,Dim Light,Dry,20-30 min
R4252,4252,Expressway,Street Light,Under Construction,20-30 min
R4253,4253,Expressway,Street Light,Under Construction,10-20 min
R4254,4254,Expressway,Daylight,Damaged,<10 min
R4255,4255,Highway,Dim Light,Under Construction,<10 min
R4256,4256,Highway,No Light,Damaged,10-20 min
R4257,4257,City Road,Daylight,Damaged,20-30 min
R4258,4258,Rural Road,No Light,Damaged,10-20 min
R4259,4259,Rural Road,Dim Light,Dry,10-20 min
R4260,4260,City Road,No Light,Damaged,10-20 min
R4261,4261,Rural Road,Daylight,Wet,20-30 min
R4262,4262,Rural Road,Street Light,Wet,20-30 min
R4263,4263,City Road,Daylight,Under Construction,<10 min
R4264,4264,Rural Road,Dim Light,Damaged,10-20 min
R4265,4265,Rural Road,No Light,Wet,>30 min
R4266,4266,Highway,Daylight,Damaged,20-30 min
R4267,4267,Expressway,Daylight,Damaged,20-30 min
R4268,4268,Expressway,No Light,Dry,>30 min
R4269,4269,Expressway,Street Light,Dry,20-30 min
R4270,4270,Expressway,Daylight,Wet,>30 min
R4271,4271,City Road,Daylight,Dry,<10 min
R4272,4272,Rural Road,Daylight,Wet,<10 min
R4273,4273,Highway,Street Light,Dry,20-30 min
R4274,4274,Rural Road,Dim Light,Under Construction,20-30 min
R4275,4275,Highway,Dim Light,Dry,10-20 min
R4276,4276,Expressway,Dim Light,Wet,<10 min
R4277,4277,Highway,Dim Light,Wet,20-30 min
R4278,4278,City Road,Street Light,Damaged,>30 min
R4279,4279,Highway,Dim Light,Damaged,20-30 min
R4280,4280,Highway,No Light,Under Construction,20-30 min
R4281,4281,Highway,No Light,Wet,10-20 min
R4282,4282,Highway,Street Light,Damaged,10-20 min
R4283,4283,Highway,Street Light,Under Construction,20-30 min
R4284,4284,Rural Road,Street Light,Wet,20-30 min
R4285,4285,Expressway,Dim Light,Wet,<10 min
R4286,4286,Rural Road,Street Light,Dry,10-20 min
R4287,4287,Highway,Dim Light,Dry,20-30 min
R4288,4288,Expressway,Dim Light,Under Construction,20-30 min
R4289,4289,Rural Road,Daylight,Damaged,20-30 min
R4290,4290,Highway,Street Light,Under Construction,>30 min
R4291,4291,Highway,Daylight,Wet,10-20 min
R4292,4292,Highway,Street Light,Wet,20-30 min
R4293,4293,Rural Road,Dim Light,Damaged,20-30 min
R4294,4294,Expressway,Dim Light,Wet,10-20 min
R4295,4295,Expressway,No Light,Wet,10-20 min
R4296,4296,Rural Road,Daylight,Under Construction,>30 min
R4297,4297,Rural Road,Street Light,Under Construction,>30 min
R4298,4298,Highway,Dim Light,Dry,>30 min
R4299,4299,Rural Road,No Light,Damaged,20-30 min
R4300,4300,City Road,Daylight,Dry,20-30 min
R4301,4301,Highway,Dim Light,Damaged,>30 min
R4302,4302,Highway,No Light,Wet,20-30 min
R4303,4303,Expressway,No Light,Dry,10-20 min
R4304,4304,Highway,Street Light,Under Construction,>30 min
R4305,4305,Rural Road,Street Light,Wet,<10 min
R4306,4306,Highway,Dim Light,Wet,<10 min
R4307,4307,City Road,No Light,Dry,10-20 min
R4308,4308,Rural Road,No Light,Under Construction,<10 min
R4309,4309,Rural Road,Dim Light,Under Construction,10-20 min
R4310,4310,Rural Road,Daylight,Wet,<10 min
R4311,4311,Expressway,Dim Light,Dry,<10 min
R4312,4312,Rural Road,Street Light,Dry,10-20 min
R4313,4313,City Road,Dim Light,Wet,>30 min
R4314,4314,Rural Road,Street Light,Wet,<10 min
R4315,4315,City Road,Dim Light,Dry,>30 min
R4316,4316,Rural Road,Dim Light,Dry,10-20 min
R4317,4317,Expressway,No Light,Wet,<10 min
R4318,4318,Highway,Dim Light,Damaged,>30 min
R4319,4319,City Road,Daylight,Dry,>30 min
R4320,4320,City Road,No Light,Dry,>30 min
R4321,4321,City Road,Dim Light,Wet,>30 min
R4322,4322,Expressway,Street Light,Wet,>30 min
R4323,4323,Highway,Daylight,Damaged,>30 min
R4324,4324,Highway,Daylight,Wet,>30 min
R4325,4325,Rural Road,Street Light,Dry,10-20 min
R4326,4326,Highway,No Light,Under Construction,10-20 min
R4327,4327,Highway,Street Light,Dry,<10 min
R4328,4328,Rural Road,Street Light,Under Construction,<10 min
R4329,4329,Highway,Dim Light,Wet,20-30 min
R4330,4330,City Road,No Light,Under Construction,20-30 min
R4331,4331,City Road,No Light,Damaged,>30 min
R4332,4332,Rural Road,No Light,Wet,<10 min
R4333,4333,Highway,No Light,Under Construction,>30 min
R4334,4334,City Road,Street Light,Damaged,<10 min
R4335,4335,Expressway,Daylight,Under Construction,20-30 min
R4336,4336,Expressway,No Light,Dry,20-30 min
R4337,4337,Expressway,Dim Light,Under Construction,<10 min
R4338,4338,Highway,Dim Light,Dry,20-30 min
R4339,4339,Expressway,Daylight,Under Construction,<10 min
R4340,4340,Rural Road,No Light,Wet,20-30 min
R4341,4341,Rural Road,Dim Light,Dry,<10 min
R4342,4342,Expressway,No Light,Damaged,20-30 min
R4343,4343,Highway,Daylight,Dry,10-20 min
R4344,4344,Highway,Dim Light,Under Construction,<10 min
R4345,4345,City Road,Daylight,Wet,10-20 min
R4346,4346,Rural Road,No Light,Dry,>30 min
R4347,4347,Highway,Street Light,Damaged,<10 min
R4348,4348,Rural Road,Dim Light,Dry,>30 min
R4349,4349,City Road,Street Light,Under Construction,<10 min
R4350,4350,Rural Road,Dim Light,Damaged,>30 min
R4351,4351,Highway,No Light,Wet,>30 min
R4352,4352,Expressway,No Light,Wet,>30 min
R4353,4353,City Road,Dim Light,Wet,>30 min
R4354,4354,Rural Road,Daylight,Dry,20-30 min
R4355,4355,Highway,Daylight,Damaged,>30 min
R4356,4356,Highway,Dim Light,Damaged,<10 min
R4357,4357,Highway,No Light,Wet,20-30 min
R4358,4358,City Road,Dim Light,Damaged,20-30 min
R4359,4359,City Road,No Light,Damaged,<10 min
R4360,4360,Expressway,Street Light,Dry,10-20 min
R4361,4361,Expressway,Dim Light,Wet,10-20 min
R4362,4362,Highway,Daylight,Dry,20-30 min
R4363,4363,Highway,Dim Light,Wet,>30 min
R4364,4364,City Road,No Light,Wet,20-30 min
R4365,4365,Rural Road,No Light,Damaged,<10 min
R4366,4366,City Road,Dim Light,Dry,20-30 min
R4367,4367,Highway,Dim Light,Wet,10-20 min
R4368,4368,Highway,Street Light,Dry,<10 min
R4369,4369,Expressway,Street Light,Wet,10-20 min
R4370,4370,Expressway,Street Light,Under Construction,<10 min
R4371,4371,Highway,Dim Light,Under Construction,10-20 min
R4372,4372,Rural Road,Dim Light,Under Construction,10-20 min
R4373,4373,Expressway,Dim Light,Damaged,10-20 min
R4374,4374,Expressway,Dim Light,Dry,10-20 min
R4375,4375,Highway,Dim Light,Under Construction,10-20 min
R4376,4376,Rural Road,Dim Light,Dry,20-30 min
R4377,4377,Highway,No Light,Damaged,10-20 min
R4378,4378,City Road,Dim Light,Wet,>30 min
R4379,4379,Expressway,No Light,Under Construction,20-30 min
R4380,4380,Highway,No Light,Wet,10-20 min
R4381,4381,Highway,Dim Light,Under Construction,<10 min
R4382,4382,City Road,No Light,Under Construction,>30 min
R4383,4383,City Road,Street Light,Dry,<10 min
R4384,4384,City Road,Dim Light,Damaged,10-20 min
R4385,4385,Rural Road,Daylight,Under Construction,10-20 min
R4386,4386,Rural Road,Dim Light,Damaged,10-20 min
R4387,4387,Rural Road,Dim Light,Damaged,>30 min
R4388,4388,City Road,Street Light,Under Construction,>30 min
R4389,4389,City Road,Street Light,Wet,<10 min
R4390,4390,Rural Road,Dim Light,Under Construction,>30 min
R4391,4391,Expressway,Dim Light,Under Construction,20-30 min
R4392,4392,Highway,Daylight,Under Construction,20-30 min
R4393,4393,Expressway,Dim Light,Under Construction,20-30 min
