casualty_id,accident_id,injury_type,age
C3446,3446,None,26
C3447,3447,Serious,25
C3448,3448,Serious,43
C3449,3449,None,30
C3450,3450,Serious,67
C3451,3451,None,26
C3452,3452,Fatal,35
C3453,3453,Serious,55
C3454,3454,Fatal,4
C3455,3455,Minor,35
C3456,3456,Serious,27
C3457,3457,Minor,74
C3458,3458,Serious,52
C3459,3459,None,52
C3460,3460,Serious,61
C3461,3461,None,53
C3462,3462,Fatal,22
C3463,3463,Fatal,13
C3464,3464,Serious,63
C3465,3465,Serious,26
C3466,3466,Fatal,59
C3467,3467,Minor,58
C3468,3468,None,61
C3469,3469,Fatal,6
C3470,3470,None,53
C3471,3471,None,6
C3472,3472,None,52
C3473,3473,Serious,67
C3474,3474,Fatal,27
C3475,3475,None,53
C3476,3476,Serious,9
C3477,3477,None,47
C3478,3478,Fatal,49
C3479,3479,Fatal,18
C3480,3480,Fatal,21
C3481,3481,Serious,22
C3482,3482,Serious,61
C3483,3483,Minor,26
C3484,3484,Minor,10
C3485,3485,Minor,1
C3486,3486,Fatal,68
C3487,3487,None,37
C3488,3488,Serious,63
C3489,3489,Minor,50
C3490,3490,Minor,55
C3491,3491,Serious,1
C3492,3492,Minor,69
C3493,3493,Serious,31
C3494,3494,Minor,60
C3495,3495,None,59
C3496,3496,Minor,24
C3497,3497,Minor,38
C3498,3498,Minor,9
C3499,3499,Minor,45
C3500,3500,Serious,58
C3501,3501,Serious,2
C3502,3502,Serious,22
C3503,3503,Serious,15
C3504,3504,None,28
C3505,3505,Minor,72
C3506,3506,None,43
C3507,3507,Fatal,17
C3508,3508,None,46
C3509,3509,Serious,12
C3510,3510,Fatal,9
C3511,3511,Minor,29
C3512,3512,None,56
C3513,3513,Serious,22
C3514,3514,None,24
C3515,3515,Minor,45
C3516,3516,Serious,62
C3517,3517,Serious,5
C3518,3518,Minor,28
C3519,3519,None,25
C3520,3520,Minor,39
C3521,3521,Fatal,8
C3522,3522,Minor,75
C3523,3523,Minor,14
C3524,3524,None,67
C3525,3525,Minor,59
C3526,3526,Minor,32
C3527,3527,Serious,60
C3528,3528,None,73
C3529,3529,Fatal,65
C3530,3530,None,74
C3531,3531,Minor,3
C3532,3532,Minor,31
C3533,3533,Minor,11
C3534,3534,Fatal,72
C3535,3535,Minor,20
C3536,3536,Fatal,30
C3537,3537,None,53
C3538,3538,None,32
C3539,3539,Minor,45
C3540,3540,Minor,40
C3541,3541,None,15
C3542,3542,Minor,75
C3543,3543,Fatal,11
C3544,3544,Fatal,49
C3545,3545,None,6
C3546,3546,Serious,23
C3547,3547,Serious,50
C3548,3548,Minor,1
C3549,3549,Minor,7
C3550,3550,Fatal,28
C3551,3551,Minor,7
C3552,3552,Fatal,33
C3553,3553,None,35
C3554,3554,None,23
C3555,3555,Minor,72
C3556,3556,Serious,66
C3557,3557,Serious,16
C3558,3558,Serious,23
C3559,3559,Minor,55
C3560,3560,Fatal,25
C3561,3561,Serious,52
C3562,3562,Minor,62
C3563,3563,Fatal,12
C3564,3564,Minor,50
C3565,3565,None,40
C3566,3566,None,13
C3567,3567,Fatal,42
C3568,3568,Serious,73
C3569,3569,Serious,46
C3570,3570,Fatal,28
C3571,3571,Serious,42
C3572,3572,Serious,36
C3573,3573,Fatal,34
C3574,3574,Minor,32
C3575,3575,Fatal,2
C3576,3576,Minor,5
C3577,3577,Minor,57
C3578,3578,Serious,24
C3579,3579,None,31
C3580,3580,None,57
C3581,3581,None,15
C3582,3582,Serious,47
C3583,3583,Minor,21
C3584,3584,Fatal,45
C3585,3585,Serious,30
C3586,3586,Minor,49
C3587,3587,None,73
C3588,3588,Serious,7
C3589,3589,Fatal,36
C3590,3590,None,17
C3591,3591,Fatal,57
C3592,3592,Serious,71
C3593,3593,Fatal,38
C3594,3594,Fatal,49
C3595,3595,None,55
C3596,3596,Minor,24
C3597,3597,None,58
C3598,3598,Minor,64
C3599,3599,Serious,54
C3600,3600,Serious,11
C3601,3601,None,18
C3602,3602,Serious,7
C3603,3603,Minor,1
C3604,3604,None,12
C3605,3605,Serious,67
C3606,3606,None,29
C3607,3607,None,8
C3608,3608,Serious,18
C3609,3609,Fatal,15
C3610,3610,None,4
C3611,3611,Minor,68
C3612,3612,Minor,14
C3613,3613,Serious,53
C3614,3614,None,8
C3615,3615,Fatal,3
C3616,3616,Serious,37
C3617,3617,None,42
C3618,3618,Minor,65
C3619,3619,Minor,41
C3620,3620,Fatal,67
C3621,3621,Fatal,35
C3622,3622,Serious,71
C3623,3623,Serious,30
C3624,3624,None,26
C3625,3625,Fatal,15
C3626,3626,Minor,3
C3627,3627,Serious,75
C3628,3628,None,34
C3629,3629,Fatal,15
C3630,3630,Serious,73
C3631,3631,Fatal,21
C3632,3632,Serious,41
C3633,3633,Serious,53
C3634,3634,Serious,3
C3635,3635,None,70
C3636,3636,Fatal,49
C3637,3637,Serious,31
C3638,3638,Fatal,35
C3639,3639,Minor,9
C3640,3640,Serious,63
C3641,3641,Fatal,1
C3642,3642,Fatal,19
C3643,3643,Fatal,7
C3644,3644,Serious,51
C3645,3645,Serious,65
C3646,3646,None,15
C3647,3647,Serious,60
C3648,3648,None,56
C3649,3649,Serious,28
C3650,3650,None,69
C3651,3651,None,17
C3652,3652,Minor,53
C3653,3653,None,69
C3654,3654,Minor,31
C3655,3655,Serious,2
C3656,3656,Fatal,73
C3657,3657,Minor,61
C3658,3658,None,69
C3659,3659,Minor,72
C3660,3660,Serious,64
C3661,3661,Minor,50
C3662,3662,None,8
C3663,3663,Minor,21
C3664,3664,Fatal,74
C3665,3665,Minor,66
C3666,3666,None,63
C3667,3667,Fatal,36
C3668,3668,Serious,10
C3669,3669,None,33
C3670,3670,Fatal,21
C3671,3671,None,60
C3672,3672,Fatal,59
C3673,3673,Serious,25
C3674,3674,Serious,25
C3675,3675,Serious,37
C3676,3676,Fatal,18
C3677,3677,None,14
C3678,3678,Fatal,1
C3679,3679,None,55
C3680,3680,Minor,32
C3681,3681,Minor,37
C3682,3682,Minor,19
C3683,3683,Serious,44
C3684,3684,Serious,28
C3685,3685,Minor,8
C3686,3686,Fatal,64
C3687,3687,Serious,70
C3688,3688,Fatal,32
C3689,3689,Fatal,72
C3690,3690,Fatal,66
C3691,3691,Minor,4
C3692,3692,Minor,51
C3693,3693,Serious,1
C3694,3694,Fatal,42
C3695,3695,Fatal,4
C3696,3696,Fatal,45
C3697,3697,None,9
C3698,3698,Fatal,41
C3699,3699,Minor,34
C3700,3700,Minor,7
C3701,3701,None,5
C3702,3702,Serious,8
C3703,3703,Serious,9
C3704,3704,Fatal,15
C3705,3705,None,40
C3706,3706,Minor,71
C3707,3707,None,64
C3708,3708,Minor,38
C3709,3709,None,70
C3710,3710,Fatal,72
C3711,3711,Fatal,61
C3712,3712,Minor,2
C3713,3713,Serious,29
C3714,3714,Serious,17
C3715,3715,Fatal,3
C3716,3716,Minor,30
C3717,3717,None,27
C3718,3718,Serious,50
C3719,3719,Fatal,62
C3720,3720,Serious,15
C3721,3721,Fatal,73
C3722,3722,Minor,9
C3723,3723,Fatal,10
C3724,3724,Serious,58
C3725,3725,Fatal,7
C3726,3726,Serious,68
C3727,3727,Minor,67
C3728,3728,Serious,13
C3729,3729,Serious,7
C3730,3730,None,70
C3731,3731,Fatal,62
C3732,3732,None,6
C3733,3733,Fatal,66
C3734,3734,Minor,68
C3735,3735,Minor,51
C3736,3736,None,52
C3737,3737,Fatal,16
C3738,3738,None,74
C3739,3739,None,27
C3740,3740,Minor,17
C3741,3741,Fatal,53
C3742,3742,Fatal,67
C3743,3743,Serious,47
C3744,3744,Serious,48
C3745,3745,Fatal,42
C3746,3746,Serious,37
C3747,3747,Fatal,18
C3748,3748,Serious,12
C3749,3749,None,49
C3750,3750,Fatal,42
C3751,3751,Fatal,18
C3752,3752,Fatal,21
C3753,3753,Fatal,26
C3754,3754,Minor,61
C3755,3755,Fatal,39
C3756,3756,Serious,56
C3757,3757,Fatal,5
C3758,3758,None,45
C3759,3759,Serious,48
C3760,3760,Serious,39
C3761,3761,Serious,1
C3762,3762,Serious,71
C3763,3763,Minor,70
C3764,3764,Fatal,3
C3765,3765,Serious,21
C3766,3766,Fatal,56
C3767,3767,None,69
C3768,3768,Fatal,34
C3769,3769,Minor,65
C3770,3770,None,11
C3771,3771,Minor,25
C3772,3772,None,59
C3773,3773,None,40
C3774,3774,Minor,34
C3775,3775,Serious,34
C3776,3776,None,69
C3777,3777,Minor,32
C3778,3778,None,55
C3779,3779,Serious,66
C3780,3780,None,44
C3781,3781,Minor,59
C3782,3782,None,64
C3783,3783,Minor,20
C3784,3784,Serious,70
C3785,3785,Minor,28
C3786,3786,Fatal,63
C3787,3787,Fatal,53
C3788,3788,Serious,16
C3789,3789,None,30
C3790,3790,Fatal,57
C3791,3791,Fatal,20
C3792,3792,None,72
C3793,3793,Serious,33
C3794,3794,Fatal,30
C3795,3795,None,60
C3796,3796,Minor,63
C3797,3797,None,13
C3798,3798,Serious,13
C3799,3799,None,47
C3800,3800,Minor,38
C3801,3801,Fatal,58
C3802,3802,Serious,32
C3803,3803,Minor,7
C3804,3804,None,15
C3805,3805,Serious,50
C3806,3806,Fatal,58
C3807,3807,None,59
C3808,3808,Serious,24
C3809,3809,None,50
C3810,3810,Serious,43
C3811,3811,Fatal,43
C3812,3812,None,56
C3813,3813,None,47
C3814,3814,Minor,51
C3815,3815,Serious,60
C3816,3816,None,32
C3817,3817,Serious,9
C3818,3818,Fatal,38
C3819,3819,Serious,19
C3820,3820,None,49
C3821,3821,Serious,3
C3822,3822,Serious,70
C3823,3823,Fatal,40
C3824,3824,Minor,72
C3825,3825,Fatal,11
C3826,3826,Fatal,2
C3827,3827,Serious,52
C3828,3828,Minor,26
C3829,3829,Fatal,18
C3830,3830,None,37
C3831,3831,Serious,26
C3832,3832,Fatal,73
C3833,3833,None,33
C3834,3834,Fatal,66
C3835,3835,Fatal,17
C3836,3836,None,33
C3837,3837,Fatal,17
C3838,3838,None,59
C3839,3839,Minor,21
C3840,3840,Fatal,55
C3841,3841,Minor,66
C3842,3842,None,7
C3843,3843,Fatal,34
C3844,3844,None,23
C3845,3845,Serious,4
C3846,3846,None,56
C3847,3847,Fatal,42
C3848,3848,None,42
C3849,3849,Serious,30
C3850,3850,Serious,14
C3851,3851,Minor,72
C3852,3852,Serious,64
C3853,3853,Minor,33
C3854,3854,Serious,21
C3855,3855,Serious,23
C3856,3856,None,46
C3857,3857,None,14
C3858,3858,None,14
C3859,3859,Fatal,30
C3860,3860,Fatal,37
C3861,3861,Fatal,33
C3862,3862,None,15
C3863,3863,Fatal,25
C3864,3864,Serious,4
C3865,3865,Fatal,58
C3866,3866,Minor,34
C3867,3867,Fatal,71
C3868,3868,Serious,71
C3869,3869,None,13
C3870,3870,Serious,53
C3871,3871,None,48
C3872,3872,Minor,41
C3873,3873,Fatal,70
C3874,3874,Serious,68
C3875,3875,Fatal,73
C3876,3876,Serious,12
C3877,3877,Minor,23
C3878,3878,Serious,64
C3879,3879,Minor,50
C3880,3880,Fatal,54
C3881,3881,None,62
C3882,3882,None,45
C3883,3883,Fatal,4
C3884,3884,None,14
C3885,3885,Minor,17
C3886,3886,Minor,46
C3887,3887,Minor,10
C3888,3888,Fatal,31
C3889,3889,None,10
C3890,3890,Fatal,62
C3891,3891,Serious,4
C3892,3892,Serious,46
C3893,3893,Serious,62
C3894,3894,Minor,9
C3895,3895,Minor,16
C3896,3896,Minor,30
C3897,3897,Fatal,24
C3898,3898,Fatal,12
C3899,3899,Minor,8
C3900,3900,Minor,23
C3901,3901,None,51
C3902,3902,Minor,60
C3903,3903,Fatal,1
C3904,3904,Minor,21
C3905,3905,Fatal,30
C3906,3906,Fatal,61
C3907,3907,None,41
C3908,3908,None,56
C3909,3909,Minor,44
C3910,3910,Serious,16
C3911,3911,Fatal,54
C3912,3912,Serious,66
C3913,3913,None,67
C3914,3914,None,71
C3915,3915,None,6
C3916,3916,Serious,9
C3917,3917,Minor,1
C3918,3918,Minor,75
C3919,3919,Serious,44
C3920,3920,None,41
C3921,3921,None,74
C3922,3922,Fatal,39
C3923,3923,Minor,65
C3924,3924,Fatal,58
C3925,3925,Fatal,56
C3926,3926,Minor,53
C3927,3927,Minor,30
C3928,3928,Serious,45
C3929,3929,None,36
C3930,3930,Fatal,63
C3931,3931,Serious,21
C3932,3932,None,26
C3933,3933,None,74
C3934,3934,Fatal,9
C3935,3935,Minor,64
C3936,3936,None,42
C3937,3937,None,30
C3938,3938,Fatal,74
C3939,3939,Fatal,9
C3940,3940,Minor,72
C3941,3941,Serious,34
C3942,3942,Fatal,67
C3943,3943,Serious,3
C3944,3944,Serious,24
C3945,3945,None,38
C3946,3946,Fatal,32
C3947,3947,None,21
C3948,3948,Fatal,17
C3949,3949,Minor,27
C3950,3950,Serious,68
C3951,3951,Minor,16
C3952,3952,Minor,47
C3953,3953,Minor,18
C3954,3954,Serious,41
C3955,3955,Serious,23
C3956,3956,Minor,48
C3957,3957,Serious,33
C3958,3958,Fatal,67
C3959,3959,Minor,3
C3960,3960,None,63
C3961,3961,Minor,61
C3962,3962,Serious,31
C3963,3963,Minor,66
C3964,3964,Serious,19
C3965,3965,Minor,54
C3966,3966,None,17
C3967,3967,Fatal,8
C3968,3968,Minor,62
C3969,3969,None,45
C3970,3970,Fatal,15
C3971,3971,Fatal,10
C3972,3972,None,27
C3973,3973,Serious,38
C3974,3974,Serious,13
C3975,3975,Serious,51
C3976,3976,None,17
C3977,3977,Minor,17
C3978,3978,Minor,30
C3979,3979,Serious,44
C3980,3980,None,57
C3981,3981,Minor,47
C3982,3982,Serious,48
C3983,3983,Serious,64
C3984,3984,Serious,32
C3985,3985,Serious,36
C3986,3986,Fatal,56
C3987,3987,None,43
C3988,3988,Fatal,73
C3989,3989,Fatal,22
C3990,3990,Minor,55
C3991,3991,None,19
C3992,3992,Minor,61
C3993,3993,Fatal,57
C3994,3994,Minor,35
C3995,3995,Fatal,70
C3996,3996,Serious,73
C3997,3997,Minor,3
C3998,3998,Minor,61
C3999,3999,Fatal,1
C4000,4000,Serious,53
C4001,4001,Minor,39
C4002,4002,None,72
C4003,4003,None,11
C4004,4004,Serious,63
C4005,4005,None,5
C4006,4006,Minor,3
C4007,4007,Serious,62
C4008,4008,Serious,56
C4009,4009,Fatal,27
C4010,4010,Minor,44
C4011,4011,Minor,44
C4012,4012,Fatal,18
C4013,4013,Minor,46
C4014,4014,Serious,75
C4015,4015,Fatal,46
C4016,4016,Serious,41
C4017,4017,Minor,69
C4018,4018,Fatal,52
C4019,4019,Fatal,48
C4020,4020,None,71
C4021,4021,Minor,19
C4022,4022,Fatal,57
C4023,4023,Serious,63
C4024,4024,None,39
C4025,4025,None,62
C4026,4026,Serious,54
C4027,4027,Serious,3
C4028,4028,Fatal,65
C4029,4029,Minor,61
C4030,4030,Serious,44
C4031,4031,None,25
C4032,4032,None,57
C4033,4033,Serious,11
C4034,4034,Minor,11
C4035,4035,Serious,37
C4036,4036,None,27
C4037,4037,None,37
C4038,4038,None,5
C4039,4039,Serious,17
C4040,4040,None,26
C4041,4041,Minor,63
C4042,4042,None,69
C4043,4043,None,33
C4044,4044,None,54
C4045,4045,Serious,27
C4046,4046,Fatal,20
C4047,4047,Serious,45
C4048,4048,Minor,5
C4049,4049,Fatal,12
C4050,4050,Minor,5
C4051,4051,Serious,50
C4052,4052,Minor,29
C4053,4053,Minor,19
C4054,4054,Fatal,20
C4055,4055,None,54
C4056,4056,Minor,20
C4057,4057,None,41
C4058,4058,None,20
C4059,4059,None,30
C4060,4060,Serious,13
C4061,4061,Minor,11
C4062,4062,None,30
C4063,4063,Fatal,73
C4064,4064,Minor,31
C4065,4065,Minor,34
C4066,4066,None,36
C4067,4067,None,60
C4068,4068,Serious,50
C4069,4069,Serious,36
C4070,4070,Serious,29
C4071,4071,Serious,42
C4072,4072,Minor,74
C4073,4073,Fatal,43
C4074,4074,Serious,2
C4075,4075,Minor,25
C4076,4076,Minor,32
C4077,4077,Serious,30
C4078,4078,Serious,28
C4079,4079,Minor,22
C4080,4080,Minor,52
C4081,4081,Minor,54
C4082,4082,Minor,45
C4083,4083,Minor,42
C4084,4084,None,12
C4085,4085,Minor,66
C4086,4086,None,63
C4087,4087,None,47
C4088,4088,Minor,33
C4089,4089,Fatal,1
C4090,4090,Fatal,26
C4091,4091,Serious,68
C4092,4092,None,25
C4093,4093,Serious,47
C4094,4094,None,11
C4095,4095,Serious,71
C4096,4096,Minor,69
C4097,4097,None,60
C4098,4098,Fatal,74
C4099,4099,Minor,61
C4100,4100,Serious,37
C4101,4101,None,42
C4102,4102,Serious,20
C4103,4103,Fatal,27
C4104,4104,None,51
C4105,4105,Minor,8
C4106,4106,None,13
C4107,4107,None,36
C4108,4108,Fatal,41
C4109,4109,Minor,42
C4110,4110,Fatal,44
C4111,4111,Fatal,1
C4112,4112,Serious,32
C4113,4113,None,62
C4114,4114,Minor,22
C4115,4115,Minor,47
C4116,4116,Fatal,44
C4117,4117,Minor,56
C4118,4118,Fatal,40
C4119,4119,Serious,12
C4120,4120,Serious,74
C4121,4121,Serious,30
C4122,4122,Serious,4
C4123,4123,Minor,68
C4124,4124,Fatal,16
C4125,4125,Minor,8
C4126,4126,Fatal,69
C4127,4127,None,69
C4128,4128,Fatal,62
C4129,4129,Serious,3
C4130,4130,Minor,68
C4131,4131,Minor,53
C4132,4132,Minor,13
C4133,4133,Fatal,34
C4134,4134,Minor,62
C4135,4135,None,63
C4136,4136,None,3
C4137,4137,None,42
C4138,4138,Minor,3
C4139,4139,Fatal,41
C4140,4140,Fatal,2
C4141,4141,Minor,20
C4142,4142,None,2
C4143,4143,Serious,20
C4144,4144,Fatal,59
C4145,4145,Serious,65
C4146,4146,Minor,58
C4147,4147,None,73
C4148,4148,Minor,25
C4149,4149,Serious,46
C4150,4150,Fatal,11
C4151,4151,None,65
C4152,4152,Minor,8
C4153,4153,None,53
C4154,4154,Minor,36
C4155,4155,None,45
C4156,4156,Fatal,34
C4157,4157,Minor,35
C4158,4158,Minor,1
C4159,4159,Fatal,57
C4160,4160,None,64
C4161,4161,Minor,74
C4162,4162,None,57
C4163,4163,Fatal,51
C4164,4164,Fatal,33
C4165,4165,Fatal,29
C4166,4166,None,44
C4167,4167,Fatal,1
C4168,4168,Fatal,41
C4169,4169,None,35
C4170,4170,Serious,28
C4171,4171,Minor,31
C4172,4172,Serious,39
C4173,4173,Minor,28
C4174,4174,None,64
C4175,4175,Minor,58
C4176,4176,Fatal,58
C4177,4177,Minor,32
C4178,4178,Fatal,3
C4179,4179,None,3
C4180,4180,Minor,8
C4181,4181,Minor,41
C4182,4182,None,69
C4183,4183,Serious,39
C4184,4184,Fatal,9
C4185,4185,None,22
C4186,4186,Fatal,8
C4187,4187,None,12
C4188,4188,Minor,2
C4189,4189,Fatal,70
C4190,4190,Serious,40
C4191,4191,Serious,5
C4192,4192,None,1
C4193,4193,Fatal,17
C4194,4194,Minor,24
C4195,4195,Minor,36
C4196,4196,Serious,73
C4197,4197,Minor,14
C4198,4198,None,17
C4199,4199,None,28
C4200,4200,Fatal,4
C4201,4201,Serious,34
C4202,4202,Fatal,48
C4203,4203,Fatal,24
C4204,4204,Fatal,32
C4205,4205,Fatal,43
C4206,4206,Minor,26
C4207,4207,Minor,54
C4208,4208,Serious,13
C4209,4209,Minor,6
C4210,4210,Serious,49
C4211,4211,Fatal,62
C4212,4212,Fatal,44
C4213,4213,None,16
C4214,4214,Fatal,44
C4215,4215,None,40
C4216,4216,None,2
C4217,4217,Fatal,1
C4218,4218,Fatal,54
C4219,4219,Minor,27
C4220,4220,Serious,22
C4221,4221,Serious,9
C4222,4222,Serious,51
C4223,4223,Serious,72
C4224,4224,Fatal,46
C4225,4225,Serious,57
C4226,4226,None,28
C4227,4227,None,8
C4228,4228,Serious,52
C4229,4229,Serious,63
C4230,4230,Fatal,50
C4231,4231,Serious,14
C4232,4232,Minor,26
C4233,4233,Minor,15
C4234,4234,Serious,44
C4235,4235,None,26
C4236,4236,Fatal,36
C4237,4237,Minor,45
C4238,4238,Serious,65
C4239,4239,Fatal,5
C4240,4240,Minor,54
C4241,4241,Minor,51
C4242,4242,Minor,4
C4243,4243,None,58
C4244,4244,Serious,54
C4245,4245,Fatal,20
C4246,4246,Serious,75
C4247,4247,Serious,53
C4248,4248,Fatal,56
C4249,4249,Serious,16
C4250,4250,None,42
C4251,4251,None,75
C4252,4252,Fatal,34
C4253,4253,Serious,16
C4254,4254,Serious,49
C4255,4255,None,70
C4256,4256,Fatal,7
C4257,4257,Minor,66
C4258,4258,None,9
C4259,4259,Minor,74
C4260,4260,None,7
C4261,4261,Minor,69
C4262,4262,Fatal,4
C4263,4263,None,58
C4264,4264,Fatal,67
C4265,4265,None,12
C4266,4266,Minor,50
C4267,4267,Minor,53
C4268,4268,Minor,42
C4269,4269,Fatal,53
C4270,4270,Minor,65
C4271,4271,Minor,38
C4272,4272,Serious,12
C4273,4273,Serious,27
C4274,4274,None,74
C4275,4275,Fatal,1
C4276,4276,Fatal,67
C4277,4277,Minor,18
C4278,4278,Serious,14
C4279,4279,None,56
C4280,4280,None,14
C4281,4281,None,66
C4282,4282,Minor,17
C4283,4283,None,22
C4284,4284,Serious,16
C4285,4285,Serious,25
C4286,4286,None,36
C4287,4287,None,25
C4288,4288,Serious,2
C4289,4289,Minor,45
C4290,4290,Minor,13
C4291,4291,Minor,63
C4292,4292,Serious,28
C4293,4293,None,33
C4294,4294,Serious,57
C4295,4295,None,35
C4296,4296,Serious,53
C4297,4297,None,66
C4298,4298,Fatal,6
C4299,4299,Fatal,11
C4300,4300,Fatal,18
C4301,4301,None,19
C4302,4302,Fatal,69
C4303,4303,None,65
C4304,4304,Serious,37
C4305,4305,Minor,23
C4306,4306,None,42
C4307,4307,Fatal,48
C4308,4308,Fatal,30
C4309,4309,Minor,55
C4310,4310,None,12
C4311,4311,None,11
C4312,4312,Serious,2
C4313,4313,Serious,61
C4314,4314,Fatal,19
C4315,4315,None,17
C4316,4316,Serious,20
C4317,4317,Fatal,67
C4318,4318,Serious,49
C4319,4319,Minor,23
C4320,4320,Minor,57
C4321,4321,None,34
C4322,4322,Fatal,16
C4323,4323,None,17
C4324,4324,Serious,40
C4325,4325,Minor,23
C4326,4326,Fatal,2
C4327,4327,None,7
C4328,4328,None,59
C4329,4329,Fatal,72
C4330,4330,Fatal,38
C4331,4331,Serious,43
C4332,4332,Serious,20
C4333,4333,Serious,66
C4334,4334,None,24
C4335,4335,Fatal,50
C4336,4336,Minor,59
C4337,4337,None,31
C4338,4338,Serious,55
C4339,4339,Fatal,45
C4340,4340,Serious,54
C4341,4341,Fatal,4
C4342,4342,Serious,30
C4343,4343,None,52
C4344,4344,Fatal,54
C4345,4345,Fatal,31
C4346,4346,Serious,74
C4347,4347,Minor,49
C4348,4348,Minor,20
C4349,4349,Fatal,14
C4350,4350,Fatal,46
C4351,4351,None,20
C4352,4352,Minor,52
C4353,4353,Fatal,48
C4354,4354,None,49
C4355,4355,Fatal,10
C4356,4356,Fatal,53
C4357,4357,None,61
C4358,4358,None,71
C4359,4359,Minor,69
C4360,4360,Serious,8
C4361,4361,Serious,10
C4362,4362,Serious,21
C4363,4363,Minor,10
C4364,4364,Fatal,2
C4365,4365,Minor,36
C4366,4366,None,24
C4367,4367,None,5
C4368,4368,Fatal,50
C4369,4369,Minor,35
C4370,4370,Minor,38
C4371,4371,Serious,67
C4372,4372,Minor,56
C4373,4373,None,50
C4374,4374,None,22
C4375,4375,Minor,7
C4376,4376,Minor,47
C4377,4377,Fatal,35
C4378,4378,None,41
C4379,4379,Minor,12
C4380,4380,Serious,19
C4381,4381,None,47
C4382,4382,Serious,14
C4383,4383,Serious,6
C4384,4384,None,17
C4385,4385,None,57
C4386,4386,Fatal,71
C4387,4387,None,48
C4388,4388,Serious,68
C4389,4389,Fatal,66
C4390,4390,Minor,7
C4391,4391,Serious,4
C4392,4392,Minor,35
C4393,4393,None,50
C4394,4394,None,72
C4395,4395,Minor,70
C4396,4396,Minor,31
C4397,4397,Fatal,22
C4398,4398,Serious,9
C4399,4399,None,3
C4400,4400,Serious,13
C4401,4401,Minor,56
C4402,4402,Fatal,52
C4403,4403,None,20
C4404,4404,None,56
C4405,4405,Minor,38
C4406,4406,None,24
C4407,4407,None,69
C4408,4408,Fatal,8
C4409,4409,Serious,9
C4410,4410,Serious,6
C4411,4411,Fatal,47
C4412,4412,None,46
C4413,4413,Serious,57
C4414,4414,None,37
C4415,4415,Serious,29
C4416,4416,Fatal,18
C4417,4417,Serious,63
C4418,4418,Serious,44
C4419,4419,Serious,5
C4420,4420,Minor,33
C4421,4421,Minor,67
C4422,4422,Fatal,19
C4423,4423,Minor,68
C4424,4424,Fatal,49
C4425,4425,Serious,46
C4426,4426,None,27
C4427,4427,Fatal,61
C4428,4428,Minor,21
C4429,4429,Serious,54
C4430,4430,Minor,27
C4431,4431,Fatal,60
C4432,4432,Fatal,46
C4433,4433,Fatal,19
C4434,4434,None,31
C4435,4435,Serious,51
C4436,4436,Serious,22
C4437,4437,Serious,47
C4438,4438,Fatal,17
C4439,4439,None,19
C4440,4440,Minor,4
C4441,4441,None,21
C4442,4442,Serious,10
C4443,4443,Serious,70
C4444,4444,Fatal,50
C4445,4445,Minor,64
C4446,4446,None,2
C4447,4447,Serious,54
C4448,4448,Serious,33
C4449,4449,None,4
C4450,4450,Fatal,44
C4451,4451,Serious,48
C4452,4452,Minor,30
C4453,4453,Fatal,35
C4454,4454,Minor,75
C4455,4455,None,58
C4456,4456,Serious,5
C4457,4457,None,21
C4458,4458,None,37
C4459,4459,None,60
C4460,4460,Minor,10
C4461,4461,None,24
C4462,4462,None,18
C4463,4463,Serious,20
C4464,4464,Serious,69
C4465,4465,Fatal,16
C4466,4466,Minor,30
C4467,4467,Minor,23
C4468,4468,Minor,23
C4469,4469,Fatal,16
C4470,4470,Minor,51
C4471,4471,Serious,69
C4472,4472,Minor,29
C4473,4473,Serious,39
C4474,4474,Fatal,2
C4475,4475,Serious,26
C4476,4476,Serious,27
C4477,4477,Fatal,49
C4478,4478,Serious,17
C4479,4479,Serious,52
C4480,4480,None,10
C4481,4481,Serious,50
C4482,4482,Minor,21
C4483,4483,Fatal,67
C4484,4484,Minor,22
C4485,4485,Serious,43
C4486,4486,Serious,29
C4487,4487,Minor,41
C4488,4488,Minor,32
C4489,4489,None,67
C4490,4490,Fatal,45
C4491,4491,Fatal,34
C4492,4492,Minor,4
C4493,4493,Fatal,35
C4494,4494,Fatal,37
C4495,4495,None,25
C4496,4496,None,48
C4497,4497,Serious,36
C4498,4498,Minor,50
C4499,4499,Minor,52
C4500,4500,Serious,45
C4501,4501,Fatal,26
C4502,4502,None,13
C4503,4503,Serious,42
C4504,4504,None,16
C4505,4505,Fatal,57
C4506,4506,Fatal,10
C4507,4507,None,53
C4508,4508,Fatal,69
C4509,4509,Serious,4
C4510,4510,Serious,15
C4511,4511,Minor,22
C4512,4512,None,32
C4513,4513,Serious,46
C4514,4514,Fatal,66
C4515,4515,None,8
C4516,4516,Serious,69
C4517,4517,Serious,14
C4518,4518,None,43
C4519,4519,None,17
C4520,4520,None,40
C4521,4521,Serious,22
C4522,4522,Fatal,36
C4523,4523,Fatal,30
C4524,4524,Fatal,54
C4525,4525,None,3
C4526,4526,None,74
C4527,4527,None,47
C4528,4528,None,51
C4529,4529,Minor,64
C4530,4530,None,42
C4531,4531,Minor,36
C4532,4532,Minor,45
C4533,4533,Serious,13
C4534,4534,Minor,21
C4535,4535,None,31
C4536,4536,Fatal,63
C4537,4537,Minor,52
C4538,4538,None,42
C4539,4539,Serious,55
C4540,4540,None,52
C4541,4541,Minor,73
C4542,4542,Serious,69
