vehicle_id,accident_id,vehicle_type,vehicle_condition,driver_behavior,driver_age,passenger_count
V3776,3776,Car,Poor,Normal,27,5
V3777,3777,Van,Poor,Normal,21,1
V3778,3778,Van,Average,Drunk Driving,40,4
V3779,3779,Van,Average,Normal,59,4
V3780,3780,Bike,Good,Distracted,64,1
V3781,3781,Truck,Good,Normal,43,3
V3782,3782,Truck,Average,Distracted,62,4
V3783,3783,Auto,Average,Overspeeding,55,1
V3784,3784,Van,Average,Fatigue,47,3
V3785,3785,Bike,Poor,Normal,53,4
V3786,3786,Bicycle,Good,Fatigue,61,4
V3787,3787,Van,Poor,Drunk Driving,22,3
V3788,3788,Bus,Good,Normal,61,5
V3789,3789,Van,Good,Overspeeding,59,4
V3790,3790,Bicycle,Poor,Drunk Driving,39,2
V3791,3791,Bike,Good,Overspeeding,37,3
V3792,3792,Bus,Average,Fatigue,18,4
V3793,3793,Bicycle,Poor,Overspeeding,18,5
V3794,3794,Car,Poor,Overspeeding,60,3
V3795,3795,Car,Average,Fatigue,54,2
V3796,3796,Auto,Good,Fatigue,40,3
V3797,3797,Bike,Average,Distracted,27,4
V3798,3798,Bicycle,Poor,Distracted,55,3
V3799,3799,Bicycle,Average,Overspeeding,22,3
V3800,3800,Bus,Good,Normal,63,2
V3801,3801,Bicycle,Good,Drunk Driving,24,2
V3802,3802,Auto,Good,Overspeeding,63,1
V3803,3803,Bus,Average,Drunk Driving,26,3
V3804,3804,Bus,Average,Fatigue,34,4
V3805,3805,Truck,Average,Distracted,62,5
V3806,3806,Truck,Average,Normal,57,3
V3807,3807,Bike,Average,Fatigue,30,4
V3808,3808,Bicycle,Good,Overspeeding,31,4
V3809,3809,Auto,Average,Overspeeding,56,4
V3810,3810,Auto,Poor,Overspeeding,64,5
V3811,3811,Auto,Poor,Normal,38,4
V3812,3812,Truck,Poor,Drunk Driving,18,4
V3813,3813,Bicycle,Average,Distracted,25,3
V3814,3814,Bus,Poor,Fatigue,18,5
V3815,3815,Van,Average,Distracted,44,2
V3816,3816,Car,Poor,Fatigue,32,1
V3817,3817,Bike,Good,Fatigue,45,2
V3818,3818,Van,Poor,Distracted,43,2
V3819,3819,Truck,Good,Drunk Driving,48,3
V3820,3820,Bike,Good,Normal,18,4
V3821,3821,Bicycle,Poor,Distracted,52,3
V3822,3822,Bicycle,Poor,Distracted,35,4
V3823,3823,Auto,Poor,Normal,49,2
V3824,3824,Van,Poor,Normal,41,2
V3825,3825,Auto,Good,Overspeeding,40,2
V3826,3826,Car,Average,Fatigue,32,4
V3827,3827,Auto,Average,Fatigue,19,1
V3828,3828,Bicycle,Poor,Overspeeding,33,1
V3829,3829,Auto,Good,Normal,61,4
V3830,3830,Bike,Good,Drunk Driving,59,1
V3831,3831,Auto,Good,Drunk Driving,45,4
V3832,3832,Van,Average,Drunk Driving,51,2
V3833,3833,Bus,Poor,Overspeeding,53,4
V3834,3834,Bicycle,Average,Fatigue,18,4
V3835,3835,Auto,Average,Normal,30,3
V3836,3836,Car,Good,Overspeeding,33,5
V3837,3837,Bicycle,Average,Normal,51,5
V3838,3838,Bus,Poor,Drunk Driving,50,5
V3839,3839,Van,Good,Normal,62,3
V3840,3840,Car,Good,Drunk Driving,28,2
V3841,3841,Auto,Good,Normal,22,2
V3842,3842,Auto,Poor,Drunk Driving,62,1
V3843,3843,Bike,Average,Normal,30,4
V3844,3844,Bicycle,Poor,Normal,63,5
V3845,3845,Bicycle,Good,Distracted,59,2
V3846,3846,Truck,Average,Drunk Driving,27,3
V3847,3847,Bicycle,Poor,Overspeeding,38,5
V3848,3848,Car,Good,Distracted,42,1
V3849,3849,Bus,Poor,Fatigue,31,2
V3850,3850,Van,Average,Fatigue,57,2
V3851,3851,Truck,Average,Drunk Driving,52,4
V3852,3852,Bus,Good,Drunk Driving,48,3
V3853,3853,Van,Good,Drunk Driving,49,2
V3854,3854,Truck,Poor,Distracted,32,3
V3855,3855,Bicycle,Poor,Normal,21,2
V3856,3856,Auto,Average,Fatigue,19,5
V3857,3857,Auto,Average,Distracted,45,4
V3858,3858,Auto,Good,Fatigue,50,4
V3859,3859,Bus,Average,Distracted,59,2
V3860,3860,Bicycle,Poor,Overspeeding,26,1
V3861,3861,Bicycle,Average,Overspeeding,18,5
V3862,3862,Bus,Average,Drunk Driving,37,3
V3863,3863,Truck,Poor,Drunk Driving,32,3
V3864,3864,Van,Average,Distracted,20,1
V3865,3865,Car,Good,Overspeeding,63,5
V3866,3866,Truck,Average,Drunk Driving,43,2
V3867,3867,Bike,Average,Overspeeding,27,4
V3868,3868,Bicycle,Average,Distracted,60,4
V3869,3869,Truck,Poor,Overspeeding,59,5
V3870,3870,Bus,Good,Drunk Driving,34,4
V3871,3871,Car,Good,Normal,29,1
V3872,3872,Van,Good,Fatigue,39,1
V3873,3873,Van,Average,Fatigue,32,2
V3874,3874,Bus,Good,Drunk Driving,28,5
V3875,3875,Bike,Poor,Overspeeding,20,4
V3876,3876,Van,Poor,Normal,34,1
V3877,3877,Bicycle,Poor,Overspeeding,60,5
V3878,3878,Bus,Poor,Fatigue,42,2
V3879,3879,Van,Poor,Overspeeding,28,4
V3880,3880,Truck,Average,Distracted,58,1
V3881,3881,Bike,Good,Overspeeding,28,1
V3882,3882,Bike,Good,Fatigue,22,1
V3883,3883,Van,Poor,Normal,51,5
V3884,3884,Bike,Poor,Distracted,37,4
V3885,3885,Truck,Good,Distracted,60,3
V3886,3886,Truck,Poor,Distracted,65,1
V3887,3887,Van,Good,Overspeeding,61,3
V3888,3888,Bus,Average,Fatigue,56,1
V3889,3889,Bus,Poor,Overspeeding,37,1
V3890,3890,Auto,Good,Normal,60,5
V3891,3891,Van,Poor,Overspeeding,63,3
V3892,3892,Car,Average,Overspeeding,51,4
V3893,3893,Bicycle,Average,Distracted,33,1
V3894,3894,Bike,Average,Drunk Driving,31,4
V3895,3895,Truck,Good,Fatigue,43,5
V3896,3896,Auto,Poor,Drunk Driving,40,1
V3897,3897,Bicycle,Average,Normal,57,2
V3898,3898,Bicycle,Poor,Normal,56,1
V3899,3899,Bicycle,Average,Drunk Driving,36,1
V3900,3900,Bicycle,Average,Drunk Driving,29,2
V3901,3901,Bus,Average,Distracted,41,1
V3902,3902,Bike,Poor,Drunk Driving,43,4
V3903,3903,Bicycle,Poor,Overspeeding,51,4
V3904,3904,Van,Average,Overspeeding,63,3
V3905,3905,Bus,Average,Drunk Driving,63,5
V3906,3906,Car,Average,Drunk Driving,46,1
V3907,3907,Truck,Average,Drunk Driving,21,4
V3908,3908,Bike,Average,Distracted,37,3
V3909,3909,Auto,Poor,Distracted,50,5
V3910,3910,Van,Good,Fatigue,43,3
V3911,3911,Bus,Good,Distracted,29,4
V3912,3912,Car,Average,Fatigue,26,5
V3913,3913,Bicycle,Poor,Drunk Driving,41,1
V3914,3914,Bike,Average,Fatigue,37,5
V3915,3915,Car,Poor,Distracted,35,4
V3916,3916,Truck,Poor,Distracted,46,4
V3917,3917,Bus,Average,Overspeeding,50,4
V3918,3918,Truck,Good,Distracted,43,1
V3919,3919,Bus,Average,Distracted,51,1
V3920,3920,Truck,Average,Normal,48,2
V3921,3921,Car,Good,Normal,59,2
V3922,3922,Bicycle,Good,Distracted,46,2
V3923,3923,Truck,Average,Normal,21,2
V3924,3924,Truck,Average,Distracted,28,1
V3925,3925,Car,Average,Drunk Driving,60,5
V3926,3926,Car,Poor,Distracted,31,1
V3927,3927,Van,Good,Fatigue,63,3
V3928,3928,Car,Average,Normal,47,3
V3929,3929,Bus,Good,Fatigue,40,1
V3930,3930,Truck,Good,Distracted,30,2
V3931,3931,Van,Average,Normal,46,3
V3932,3932,Bus,Average,Drunk Driving,40,3
V3933,3933,Auto,Poor,Normal,20,1
V3934,3934,Bicycle,Good,Normal,30,2
V3935,3935,Car,Good,Fatigue,50,2
V3936,3936,Auto,Average,Distracted,19,5
V3937,3937,Bus,Good,Overspeeding,30,5
V3938,3938,Car,Poor,Overspeeding,63,4
V3939,3939,Truck,Good,Fatigue,45,5
V3940,3940,Truck,Average,Distracted,19,5
V3941,3941,Bus,Poor,Normal,41,1
V3942,3942,Van,Average,Distracted,20,3
V3943,3943,Truck,Poor,Overspeeding,24,4
V3944,3944,Bicycle,Good,Distracted,30,4
V3945,3945,Van,Poor,Normal,28,3
V3946,3946,Auto,Good,Overspeeding,56,3
V3947,3947,Bicycle,Good,Drunk Driving,32,4
V3948,3948,Bus,Poor,Fatigue,60,1
V3949,3949,Auto,Poor,Distracted,59,5
V3950,3950,Auto,Good,Normal,32,1
V3951,3951,Auto,Average,Fatigue,59,3
V3952,3952,Bicycle,Poor,Distracted,62,1
V3953,3953,Truck,Good,Normal,50,2
V3954,3954,Bicycle,Good,Normal,30,2
V3955,3955,Van,Good,Overspeeding,29,2
V3956,3956,Auto,Average,Drunk Driving,28,4
V3957,3957,Bus,Average,Distracted,63,5
V3958,3958,Car,Poor,Normal,43,3
V3959,3959,Bike,Poor,Fatigue,43,4
V3960,3960,Bus,Poor,Distracted,39,2
V3961,3961,Bus,Good,Normal,28,3
V3962,3962,Van,Average,Fatigue,18,5
V3963,3963,Van,Good,Distracted,52,1
V3964,3964,Car,Poor,Fatigue,56,5
V3965,3965,Bus,Average,Drunk Driving,52,2
V3966,3966,Car,Poor,Normal,62,5
V3967,3967,Van,Average,Distracted,22,2
V3968,3968,Bike,Average,Fatigue,61,2
V3969,3969,Car,Poor,Drunk Driving,50,1
V3970,3970,Auto,Poor,Drunk Driving,58,4
V3971,3971,Van,Poor,Distracted,63,1
V3972,3972,Auto,Good,Distracted,33,4
V3973,3973,Truck,Good,Normal,55,3
V3974,3974,Van,Average,Distracted,21,1
V3975,3975,Van,Poor,Overspeeding,56,3
V3976,3976,Van,Good,Fatigue,32,5
V3977,3977,Truck,Good,Distracted,48,1
V3978,3978,Truck,Average,Fatigue,30,4
V3979,3979,Auto,Poor,Fatigue,58,4
V3980,3980,Truck,Good,Drunk Driving,47,2
V3981,3981,Van,Average,Overspeeding,65,4
V3982,3982,Car,Good,Normal,48,5
V3983,3983,Bike,Average,Overspeeding,53,5
V3984,3984,Van,Poor,Fatigue,32,2
V3985,3985,Car,Average,Fatigue,64,2
V3986,3986,Car,Average,Overspeeding,54,1
V3987,3987,Bus,Good,Overspeeding,31,3
V3988,3988,Van,Average,Distracted,24,5
V3989,3989,Bus,Poor,Overspeeding,21,4
V3990,3990,Bike,Poor,Drunk Driving,26,4
V3991,3991,Car,Good,Drunk Driving,27,5
V3992,3992,Van,Good,Normal,33,3
V3993,3993,Bike,Average,Overspeeding,43,2
V3994,3994,Van,Poor,Fatigue,33,3
V3995,3995,Auto,Average,Distracted,52,3
V3996,3996,Bicycle,Average,Normal,56,5
V3997,3997,Car,Poor,Distracted,31,4
V3998,3998,Bus,Average,Distracted,65,4
V3999,3999,Bus,Poor,Normal,45,4
V4000,4000,Bus,Average,Normal,42,4
V4001,4001,Auto,Good,Normal,44,2
V4002,4002,Van,Good,Overspeeding,26,2
V4003,4003,Auto,Poor,Drunk Driving,35,3
V4004,4004,Van,Good,Overspeeding,43,5
V4005,4005,Bike,Poor,Drunk Driving,21,2
V4006,4006,Bus,Average,Distracted,60,3
V4007,4007,Truck,Poor,Overspeeding,22,5
V4008,4008,Truck,Poor,Distracted,47,3
V4009,4009,Van,Poor,Fatigue,36,3
V4010,4010,Car,Average,Overspeeding,25,3
V4011,4011,Car,Average,Drunk Driving,18,2
V4012,4012,Van,Good,Overspeeding,48,2
V4013,4013,Bicycle,Average,Drunk Driving,48,1
V4014,4014,Bicycle,Poor,Normal,41,3
V4015,4015,Bicycle,Average,Normal,25,5
V4016,4016,Bicycle,Good,Fatigue,26,4
V4017,4017,Car,Good,Drunk Driving,55,2
V4018,4018,Auto,Poor,Overspeeding,39,1
V4019,4019,Van,Poor,Overspeeding,24,4
V4020,4020,Car,Good,Drunk Driving,57,4
V4021,4021,Truck,Average,Distracted,51,1
V4022,4022,Van,Good,Distracted,35,1
V4023,4023,Bike,Poor,Distracted,63,1
V4024,4024,Truck,Good,Distracted,51,4
V4025,4025,Bicycle,Poor,Fatigue,31,3
V4026,4026,Van,Average,Drunk Driving,35,4
V4027,4027,Bicycle,Poor,Normal,65,1
V4028,4028,Car,Average,Normal,43,2
V4029,4029,Bicycle,Good,Normal,24,3
V4030,4030,Bicycle,Good,Drunk Driving,47,1
V4031,4031,Car,Good,Fatigue,19,5
V4032,4032,Van,Poor,Fatigue,39,3
V4033,4033,Bicycle,Average,Normal,19,1
V4034,4034,Bike,Poor,Distracted,59,1
V4035,4035,Auto,Good,Drunk Driving,45,3
V4036,4036,Bike,Average,Fatigue,31,3
V4037,4037,Bicycle,Poor,Drunk Driving,35,2
V4038,4038,Truck,Poor,Normal,35,1
V4039,4039,Bike,Good,Normal,48,1
V4040,4040,Van,Poor,Drunk Driving,23,4
V4041,4041,Auto,Average,Overspeeding,18,3
V4042,4042,Bus,Good,Distracted,20,1
V4043,4043,Car,Good,Normal,52,3
V4044,4044,Bike,Poor,Overspeeding,20,4
V4045,4045,Van,Average,Fatigue,58,2
V4046,4046,Car,Good,Fatigue,60,1
V4047,4047,Bike,Poor,Normal,54,1
V4048,4048,Bicycle,Good,Distracted,39,2
V4049,4049,Truck,Poor,Normal,24,4
V4050,4050,Bus,Good,Drunk Driving,21,3
V4051,4051,Bike,Poor,Drunk Driving,25,5
V4052,4052,Car,Average,Normal,36,5
V4053,4053,Bike,Good,Fatigue,53,2
V4054,4054,Van,Average,Normal,24,5
V4055,4055,Bus,Good,Drunk Driving,61,2
V4056,4056,Auto,Average,Overspeeding,61,4
V4057,4057,Bus,Poor,Fatigue,43,3
V4058,4058,Van,Average,Drunk Driving,20,5
V4059,4059,Bus,Poor,Fatigue,26,4
V4060,4060,Auto,Good,Fatigue,44,1
V4061,4061,Van,Average,Normal,37,2
V4062,4062,Truck,Poor,Overspeeding,20,3
V4063,4063,Van,Poor,Drunk Driving,40,3
V4064,4064,Auto,Poor,Overspeeding,29,3
V4065,4065,Bike,Average,Overspeeding,55,3
V4066,4066,Bicycle,Good,Distracted,64,4
V4067,4067,Bike,Average,Fatigue,18,4
V4068,4068,Bicycle,Good,Fatigue,43,1
V4069,4069,Van,Average,Overspeeding,44,5
V4070,4070,Auto,Good,Drunk Driving,49,5
V4071,4071,Car,Poor,Distracted,61,2
V4072,4072,Bicycle,Poor,Normal,53,5
V4073,4073,Auto,Poor,Fatigue,44,5
V4074,4074,Van,Poor,Distracted,60,5
V4075,4075,Bike,Good,Fatigue,65,2
V4076,4076,Truck,Good,Normal,37,4
V4077,4077,Truck,Good,Overspeeding,54,4
V4078,4078,Van,Good,Drunk Driving,63,2
V4079,4079,Auto,Good,Distracted,31,2
V4080,4080,Bicycle,Poor,Overspeeding,56,5
V4081,4081,Van,Average,Normal,30,1
V4082,4082,Car,Good,Drunk Driving,42,4
V4083,4083,Bus,Good,Overspeeding,31,5
V4084,4084,Car,Good,Distracted,58,1
V4085,4085,Van,Good,Drunk Driving,33,1
V4086,4086,Truck,Average,Overspeeding,62,3
V4087,4087,Bike,Average,Normal,59,1
V4088,4088,Bus,Good,Fatigue,33,2
V4089,4089,Van,Average,Normal,51,2
V4090,4090,Bike,Poor,Normal,25,5
V4091,4091,Auto,Poor,Distracted,25,1
V4092,4092,Bike,Poor,Distracted,53,3
V4093,4093,Bus,Poor,Overspeeding,35,1
V4094,4094,Car,Good,Overspeeding,58,2
V4095,4095,Bus,Poor,Distracted,31,3
V4096,4096,Auto,Average,Overspeeding,29,5
V4097,4097,Bicycle,Good,Normal,27,2
V4098,4098,Bicycle,Poor,Distracted,28,5
V4099,4099,Auto,Poor,Distracted,40,5
V4100,4100,Bike,Average,Distracted,46,3
V4101,4101,Van,Poor,Normal,41,3
V4102,4102,Van,Average,Overspeeding,52,4
V4103,4103,Bike,Poor,Normal,40,5
V4104,4104,Bike,Poor,Distracted,62,4
V4105,4105,Truck,Poor,Drunk Driving,40,2
V4106,4106,Auto,Average,Drunk Driving,19,4
V4107,4107,Van,Poor,Distracted,43,4
V4108,4108,Van,Average,Overspeeding,53,4
V4109,4109,Auto,Good,Distracted,47,4
V4110,4110,Truck,Good,Distracted,29,4
V4111,4111,Truck,Average,Fatigue,39,1
V4112,4112,Auto,Poor,Distracted,64,5
V4113,4113,Auto,Poor,Fatigue,27,2
V4114,4114,Bike,Average,Distracted,32,4
V4115,4115,Bus,Average,Distracted,20,4
V4116,4116,Van,Poor,Distracted,26,4
V4117,4117,Car,Good,Fatigue,63,5
V4118,4118,Bike,Poor,Fatigue,58,5
V4119,4119,Auto,Poor,Distracted,29,3
V4120,4120,Truck,Average,Fatigue,51,1
V4121,4121,Van,Good,Normal,26,4
V4122,4122,Truck,Average,Drunk Driving,28,3
V4123,4123,Bicycle,Average,Distracted,53,2
V4124,4124,Auto,Poor,Distracted,60,1
V4125,4125,Bicycle,Good,Distracted,18,4
V4126,4126,Van,Poor,Normal,65,2
V4127,4127,Bus,Good,Drunk Driving,49,5
V4128,4128,Bike,Poor,Overspeeding,55,4
V4129,4129,Van,Good,Distracted,43,1
V4130,4130,Bike,Good,Fatigue,34,5
V4131,4131,Auto,Poor,Fatigue,23,4
V4132,4132,Bicycle,Poor,Drunk Driving,58,5
V4133,4133,Van,Poor,Fatigue,42,3
V4134,4134,Bus,Poor,Drunk Driving,24,1
V4135,4135,Bus,Average,Fatigue,26,5
V4136,4136,Car,Average,Normal,31,1
V4137,4137,Car,Average,Normal,62,5
V4138,4138,Van,Good,Overspeeding,39,3
V4139,4139,Truck,Poor,Distracted,18,2
V4140,4140,Auto,Good,Overspeeding,27,3
V4141,4141,Bike,Average,Fatigue,48,2
V4142,4142,Car,Poor,Fatigue,45,2
V4143,4143,Bike,Poor,Normal,55,4
V4144,4144,Truck,Average,Overspeeding,65,4
V4145,4145,Truck,Good,Fatigue,62,5
V4146,4146,Truck,Poor,Distracted,36,4
V4147,4147,Bus,Poor,Overspeeding,30,5
V4148,4148,Van,Poor,Fatigue,41,2
V4149,4149,Truck,Good,Fatigue,22,3
V4150,4150,Bicycle,Good,Fatigue,34,5
V4151,4151,Bicycle,Average,Fatigue,26,4
V4152,4152,Truck,Poor,Distracted,21,2
V4153,4153,Car,Average,Drunk Driving,35,5
V4154,4154,Auto,Poor,Fatigue,59,1
V4155,4155,Truck,Poor,Drunk Driving,64,3
V4156,4156,Bus,Average,Drunk Driving,33,1
V4157,4157,Car,Poor,Fatigue,51,5
V4158,4158,Bicycle,Average,Overspeeding,64,1
V4159,4159,Auto,Average,Normal,55,1
V4160,4160,Truck,Poor,Drunk Driving,38,4
V4161,4161,Car,Average,Drunk Driving,27,4
V4162,4162,Bike,Average,Fatigue,44,4
V4163,4163,Auto,Good,Distracted,35,2
V4164,4164,Bus,Good,Fatigue,55,4
V4165,4165,Bus,Average,Fatigue,61,1
V4166,4166,Bus,Average,Overspeeding,20,4
V4167,4167,Bike,Poor,Fatigue,40,3
V4168,4168,Auto,Good,Normal,18,3
V4169,4169,Truck,Good,Drunk Driving,31,4
V4170,4170,Bus,Average,Normal,26,3
V4171,4171,Bicycle,Good,Overspeeding,56,4
V4172,4172,Truck,Average,Distracted,32,4
V4173,4173,Auto,Average,Distracted,18,5
V4174,4174,Bicycle,Good,Overspeeding,53,5
V4175,4175,Auto,Average,Normal,38,2
V4176,4176,Bike,Poor,Distracted,34,5
V4177,4177,Bike,Poor,Distracted,52,1
V4178,4178,Car,Good,Fatigue,50,1
V4179,4179,Auto,Good,Normal,39,3
V4180,4180,Bicycle,Poor,Drunk Driving,26,5
V4181,4181,Car,Average,Normal,43,5
V4182,4182,Bike,Good,Drunk Driving,46,5
V4183,4183,Car,Good,Fatigue,55,2
V4184,4184,Bike,Average,Distracted,40,4
V4185,4185,Truck,Average,Distracted,39,4
V4186,4186,Van,Average,Normal,28,3
V4187,4187,Car,Poor,Distracted,48,5
V4188,4188,Truck,Good,Distracted,25,1
V4189,4189,Car,Good,Drunk Driving,44,4
V4190,4190,Bike,Average,Normal,65,5
V4191,4191,Bicycle,Poor,Overspeeding,59,3
V4192,4192,Car,Poor,Drunk Driving,50,2
V4193,4193,Bus,Good,Drunk Driving,55,1
V4194,4194,Auto,Poor,Drunk Driving,62,3
V4195,4195,Truck,Average,Normal,18,2
V4196,4196,Bicycle,Poor,Normal,34,1
V4197,4197,Van,Poor,Distracted,21,5
V4198,4198,Bus,Average,Drunk Driving,30,2
V4199,4199,Van,Poor,Fatigue,28,5
V4200,4200,Bicycle,Average,Normal,45,2
V4201,4201,Bus,Good,Normal,41,5
V4202,4202,Truck,Average,Drunk Driving,52,1
V4203,4203,Bike,Poor,Normal,38,3
V4204,4204,Car,Good,Fatigue,40,2
V4205,4205,Auto,Good,Overspeeding,65,5
V4206,4206,Bus,Poor,Normal,51,2
V4207,4207,Auto,Poor,Overspeeding,63,2
V4208,4208,Car,Poor,Drunk Driving,51,3
V4209,4209,Bus,Good,Distracted,52,1
V4210,4210,Bicycle,Average,Distracted,20,4
V4211,4211,Bike,Poor,Fatigue,59,4
V4212,4212,Bike,Average,Fatigue,34,2
V4213,4213,Auto,Average,Fatigue,53,3
V4214,4214,Bike,Average,Overspeeding,20,5
V4215,4215,Truck,Average,Drunk Driving,23,2
V4216,4216,Car,Poor,Overspeeding,26,5
V4217,4217,Car,Average,Normal,33,2
V4218,4218,Van,Average,Fatigue,19,2
V4219,4219,Auto,Poor,Distracted,64,3
V4220,4220,Bike,Average,Overspeeding,46,1
V4221,4221,Auto,Poor,Normal,32,3
V4222,4222,Car,Good,Drunk Driving,27,2
V4223,4223,Bicycle,Good,Drunk Driving,20,1
V4224,4224,Bike,Poor,Drunk Driving,20,2
V4225,4225,Truck,Average,Fatigue,60,4
V4226,4226,Bus,Good,Drunk Driving,39,5
V4227,4227,Truck,Poor,Drunk Driving,61,2
V4228,4228,Auto,Good,Fatigue,18,3
V4229,4229,Truck,Good,Distracted,39,3
V4230,4230,Bicycle,Good,Overspeeding,28,4
V4231,4231,Car,Average,Normal,45,2
V4232,4232,Bike,Average,Overspeeding,37,2
V4233,4233,Bike,Average,Normal,44,2
V4234,4234,Auto,Poor,Distracted,51,1
V4235,4235,Auto,Good,Normal,63,1
V4236,4236,Van,Poor,Overspeeding,42,1
V4237,4237,Auto,Good,Fatigue,53,2
V4238,4238,Truck,Good,Distracted,25,5
V4239,4239,Bus,Average,Drunk Driving,52,4
V4240,4240,Bicycle,Average,Drunk Driving,40,2
V4241,4241,Auto,Poor,Drunk Driving,45,3
V4242,4242,Car,Poor,Fatigue,35,2
V4243,4243,Auto,Good,Fatigue,23,5
V4244,4244,Bus,Good,Fatigue,58,3
V4245,4245,Auto,Good,Fatigue,38,4
V4246,4246,Truck,Good,Normal,23,3
V4247,4247,Bike,Good,Normal,31,5
V4248,4248,Bike,Good,Fatigue,20,4
V4249,4249,Auto,Poor,Overspeeding,37,1
V4250,4250,Auto,Good,Fatigue,30,2
V4251,4251,Van,Good,Overspeeding,32,5
V4252,4252,Bus,Good,Overspeeding,55,3
V4253,4253,Bicycle,Good,Overspeeding,65,4
V4254,4254,Truck,Average,Normal,32,1
V4255,4255,Bus,Average,Overspeeding,29,4
V4256,4256,Auto,Average,Overspeeding,55,2
V4257,4257,Truck,Good,Fatigue,25,2
V4258,4258,Truck,Average,Overspeeding,24,3
V4259,4259,Car,Good,Fatigue,58,3
V4260,4260,Van,Poor,Overspeeding,35,1
V4261,4261,Bus,Poor,Drunk Driving,55,2
V4262,4262,Car,Good,Distracted,50,4
V4263,4263,Van,Poor,Overspeeding,41,1
V4264,4264,Bicycle,Good,Drunk Driving,30,4
V4265,4265,Auto,Good,Overspeeding,54,1
V4266,4266,Auto,Poor,Normal,58,1
V4267,4267,Van,Poor,Normal,58,3
V4268,4268,Bike,Poor,Overspeeding,25,1
V4269,4269,Truck,Good,Drunk Driving,20,4
V4270,4270,Car,Good,Fatigue,44,3
V4271,4271,Truck,Poor,Distracted,22,2
V4272,4272,Car,Poor,Fatigue,51,2
V4273,4273,Bike,Good,Distracted,33,2
V4274,4274,Van,Average,Drunk Driving,24,5
V4275,4275,Van,Good,Distracted,30,3
V4276,4276,Bus,Average,Distracted,28,4
V4277,4277,Bike,Good,Fatigue,49,2
V4278,4278,Bike,Poor,Drunk Driving,54,3
V4279,4279,Bike,Poor,Overspeeding,20,5
V4280,4280,Auto,Good,Fatigue,19,3
V4281,4281,Bike,Poor,Fatigue,34,4
V4282,4282,Bicycle,Average,Overspeeding,61,1
V4283,4283,Bike,Good,Drunk Driving,50,1
V4284,4284,Bike,Good,Normal,49,5
V4285,4285,Truck,Average,Normal,25,1
V4286,4286,Bike,Average,Distracted,40,1
V4287,4287,Car,Poor,Drunk Driving,22,1
V4288,4288,Car,Average,Normal,22,5
V4289,4289,Bike,Poor,Normal,26,3
V4290,4290,Bicycle,Average,Fatigue,45,2
V4291,4291,Van,Poor,Normal,39,3
V4292,4292,Van,Average,Normal,30,2
V4293,4293,Bicycle,Poor,Normal,46,5
V4294,4294,Truck,Poor,Fatigue,20,4
V4295,4295,Car,Average,Overspeeding,51,4
V4296,4296,Truck,Good,Normal,47,4
V4297,4297,Auto,Good,Overspeeding,41,1
V4298,4298,Auto,Average,Fatigue,22,5
V4299,4299,Bus,Average,Fatigue,21,2
V4300,4300,Bus,Good,Distracted,64,1
V4301,4301,Bus,Poor,Fatigue,28,3
V4302,4302,Bicycle,Average,Drunk Driving,46,1
V4303,4303,Auto,Poor,Normal,23,5
V4304,4304,Auto,Poor,Distracted,35,5
V4305,4305,Bike,Poor,Distracted,54,2
V4306,4306,Bike,Average,Fatigue,29,1
V4307,4307,Van,Average,Distracted,31,2
V4308,4308,Bus,Poor,Normal,51,2
V4309,4309,Car,Good,Normal,56,4
V4310,4310,Car,Poor,Drunk Driving,45,4
V4311,4311,Car,Poor,Fatigue,58,4
V4312,4312,Bike,Good,Drunk Driving,30,2
V4313,4313,Van,Poor,Normal,21,4
V4314,4314,Auto,Average,Normal,27,1
V4315,4315,Bus,Poor,Drunk Driving,45,4
V4316,4316,Bike,Average,Fatigue,60,3
V4317,4317,Bicycle,Poor,Overspeeding,24,2
V4318,4318,Bike,Average,Distracted,48,3
V4319,4319,Bus,Good,Fatigue,27,5
V4320,4320,Van,Average,Fatigue,53,1
V4321,4321,Auto,Average,Overspeeding,18,2
V4322,4322,Truck,Average,Fatigue,45,2
V4323,4323,Car,Good,Normal,56,5
V4324,4324,Bus,Average,Distracted,29,1
V4325,4325,Bike,Poor,Overspeeding,56,5
V4326,4326,Bus,Average,Fatigue,19,1
V4327,4327,Bus,Good,Distracted,47,5
V4328,4328,Truck,Poor,Overspeeding,54,1
V4329,4329,Bicycle,Good,Normal,63,4
V4330,4330,Bus,Poor,Normal,21,2
V4331,4331,Van,Average,Normal,62,2
V4332,4332,Car,Poor,Normal,21,5
V4333,4333,Van,Average,Fatigue,57,2
V4334,4334,Auto,Poor,Fatigue,47,4
V4335,4335,Auto,Average,Drunk Driving,61,3
V4336,4336,Bus,Poor,Fatigue,49,1
V4337,4337,Bike,Average,Distracted,23,1
V4338,4338,Truck,Good,Fatigue,52,5
V4339,4339,Van,Average,Normal,20,2
V4340,4340,Bike,Average,Distracted,19,5
V4341,4341,Bicycle,Good,Fatigue,47,3
V4342,4342,Van,Poor,Normal,46,2
V4343,4343,Auto,Good,Overspeeding,64,3
V4344,4344,Auto,Good,Drunk Driving,38,2
V4345,4345,Truck,Poor,Overspeeding,42,1
V4346,4346,Car,Good,Distracted,20,3
V4347,4347,Auto,Good,Fatigue,51,2
V4348,4348,Truck,Good,Overspeeding,19,1
V4349,4349,Bus,Good,Overspeeding,64,2
V4350,4350,Auto,Average,Drunk Driving,58,1
